Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Colina, Colegio Pumahue Chicureo",403076225,11575.0,180,450,3,2,3,03/12/2022
"Vitacura, Embajador Doussinague / Los Cobres de Vitacura",470110500,13500.0,140,294,4,3,2,03/12/2022
"Vitacura, Vía azul / lo curro",1358097000,39000.0,600,5800,5,4,0,03/12/2022
"Las Condes, Condominio Cumbre San Damian",992455500,28500.0,317,630,5,4,0,03/12/2022
"La Florida, El poncho",192000000,5513.597,155,175,6,5,3,03/12/2022
"Puente Alto, Porvenir 1664",101439399,2913.0,134,128,4,2,1,03/12/2022
"Lo Barnechea, Camino punta aguilas norte 9300 lo barnechea",692977700,19900.0,205,320,4,4,1,03/12/2022
"Las Condes, Hernandp de magallanes  1240",445734400,12800.0,136,338,4,5,5,03/12/2022
"Independencia, No especifica",159384871,4577.0,120,80,4,2,0,03/12/2022
"Colina, Colegio Lincon/Chamisero",521996770,14990.0,189,745,4,3,1,03/12/2022
"San Bernardo, Lingue 670 san bernardo",70000000,2010.166,109,168,5,1,0,03/12/2022
"Lo Barnechea, Espectaculares vistas desde Cerro del medio",1297853210,37270.0,260,760,5,4,4,03/12/2022
"Maipú, Pasaje los beduinos# 8 casa n° 1564",106210150,3050.0,97,97,3,2,1,03/12/2022
"Peñalolén, talcam 8778",477075100,13700.0,182,485,5,4,8,03/12/2022
"Maipú, Julio Sosa 1640",57457950,1650.0,55,55,2,1,1,03/12/2022
"El Bosque, Los moreras 0381",70000000,2010.166,100,132,3,1,1,03/12/2022
"Maipú, Avenida pajaritos paradero 8/avenida el descanso",149738900,4300.0,139,130,4,2,0,03/12/2022
"San Miguel, America",155000000,4451.081,200,200,5,1,2,03/12/2022
"San Miguel, Real Audiencia 1484",313407000,9000.0,166,166,6,3,1,03/12/2022
"Colina, Barrio Portezuelo (ag)/General San Martin",135000000,3876.748,68,70,3,2,0,03/12/2022
"San Bernardo, Obispo Emilio Tagle Cobarrubias",63000000,1809.149,55,58,3,2,1,03/12/2022
"San Miguel, Gran avenida/departamental",282066300,8100.0,120,400,4,2,0,03/12/2022
"Lo Barnechea, Los portones de la dehesa",1009867000,29000.0,400,915,8,4,2,03/12/2022
"La Granja, Isla de Pascua 680",88000000,2527.065,47,47,2,1,3,03/12/2022
"San Miguel, La marina/marquez de ovando",201973400,5800.0,80,235,2,1,0,02/12/2022
"Pudahuel, Enco, Pudahuel",80000000,2297.332,140,140,2,1,0,02/12/2022
"Lo Barnechea, Av La Dehesa / Lo Barnechea",619849400,17800.0,175,400,4,4,2,02/12/2022
"La Florida, Rojas Magallanes con Jardín Alto",138000000,3962.898,71,152,3,2,3,02/12/2022
"Peñaflor, Casa 2 Pisos en Condominio Elqui",125000000,3589.582,104,158,3,2,0,02/12/2022
"El Bosque, Volcán Llaima con Lo Moreno",109692450,3150.0,80,150,3,1,1,02/12/2022
"Macul, Los olmos/brown sur",292513200,8400.0,117,290,3,2,0,02/12/2022
"San Bernardo, Eliodoro Yañez con Barrancon",130586250,3750.0,80,500,3,1,10,02/12/2022
"Lampa, Rio tolten 2418",180000000,5168.998,110,195,6,3,0,02/12/2022
"Las Condes, Casa 2 Pisos en Los Dominicos.",450000000,12922.494,198,361,5,4,0,02/12/2022
"El Monte, Zozimo Errazuriz (AG)/Los Carreras",205455700,5900.0,112,650,4,3,0,02/12/2022
"Recoleta, Cardenales oriente",87000000,2498.349,98,128,3,1,1,02/12/2022
"San José de Maipo, Camino del Medio / El Manzano",358676900,10300.0,187,1103,4,3,0,02/12/2022
"Puente Alto, Rengifo",135000000,3876.748,73,73,4,2,1,02/12/2022
"Lampa, ivan sarmiento valenzuela",43000000,1234.816,75,75,4,1,1,02/12/2022
"Cerro Navia, Los abetos 8440",85000000,2440.915,90,95,4,1,1,02/12/2022
"San Bernardo, Lo Blanco con San Francisco",65000000,1866.582,80,105,5,2,1,02/12/2022
"Peñalolén, Las pircas",679048500,19500.0,280,700,5,6,3,02/12/2022
"Lo Barnechea, jose alcalde elano",626465770,17990.0,190,508,6,4,2,02/12/2022
"La Florida, Camino del Claustro - Las Religiosas",299477800,8600.0,140,350,5,3,2,02/12/2022
"Lo Barnechea, Golf Lomas de la Dehesa",975044000,28000.0,345,1050,5,5,3,02/12/2022
"La Florida, Marigen  -  Trinidad",135000000,3876.748,105,253,3,1,0,02/12/2022
"Santiago, Coquimbo 1033",140000000,4020.331,71,91,3,2,0,02/12/2022
"La Granja, Luis Vicentini 9900",95000000,2728.082,120,120,5,2,1,02/12/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",313058770,8990.0,100,180,4,2,2,02/12/2022
"Independencia, Rio Jachal 1422",349000000,10022.112,185,354,5,3,7,02/12/2022
"Puente Alto, Puente Alto, Región Metropolitana",102000000,2929.099,91,96,3,2,1,02/12/2022
"Macul, Calle Froilan Roa con Av. Macul",380000000,10912.328,70,205,3,1,0,02/12/2022
"Las Condes, Jumbo padre hurtado",327336200,9400.0,140,240,5,3,3,02/12/2022
"Puente Alto, Pasaje Los Pescadores 2773, Villa El Comercio",69646000,2000.0,70,110,3,1,0,02/12/2022
"Talagante, Sector Los Ciruelos, Talagante",90539800,2600.0,100,78,4,1,2,02/12/2022
"Pedro Aguirre Cerda, Casa con Mas de 3 Dormitorios de 160 M2 / Buena Conectividad y Pasaje Cerrado",69646000,2000.0,84,160,3,1,1,02/12/2022
"Santiago, Avenida matta entre san francisco y santa rosa",130000000,3733.165,200,210,3,1,0,02/12/2022
"Colina, Las Pataguas",679048500,19500.0,400,5000,7,6,6,02/12/2022
"La Reina, El Greco 6726",316889300,9100.0,117,277,4,2,3,02/12/2022
"Independencia, No especifica",261172500,7500.0,180,320,7,4,1,02/12/2022
"Lo Espejo, Calle Huasco/Pasaje Mincha",110000000,3158.832,128,234,4,2,0,02/12/2022
"Santiago, Atacama/Maipu",226000000,6489.964,250,250,4,4,0,02/12/2022
"Ñuñoa, Pedro Lobos",208589770,5990.0,86,230,4,2,1,02/12/2022
"Vitacura, artigas",1737667700,49900.0,550,1602,8,7,6,02/12/2022
"Vitacura, campo de mayo",675566200,19400.0,140,371,4,3,2,02/12/2022
"San José de Maipo, Comercio",250000000,7179.163,190,670,3,3,10,02/12/2022
"La Reina, Valenzuela Puelma // veintitrés de febrero",419617150,12050.0,152,285,5,4,0,02/12/2022
"Lo Espejo, Gil de Castro, Lo Espejo, Chile",109000000,3130.115,90,216,4,1,3,02/12/2022
"Independencia, Av. Eintein con Av. Independencia",151863103,4361.0,200,400,5,3,0,02/12/2022
"Santiago, C. San Ignacio de Loyola 2783",330000000,9476.495,270,270,4,2,1,02/12/2022
"Colina, fundo el algarrobal 2",797446700,22900.0,5000,5000,7,6,8,02/12/2022
"Santiago, mapocho",59930383,1721.0,21,21,1,1,0,02/12/2022
"San Bernardo, Maitencillo",115000000,3302.415,84,208,4,2,2,02/12/2022
"Buin, pje Bidermilia de bozan",59000000,1694.283,70,100,5,1,2,02/12/2022
"Maipú, Avenida Lumen - Del Ferrocarril",79000000,2268.616,60,74,3,1,1,02/12/2022
"Vitacura, Lo beltran",696460000,20000.0,160,305,1,3,0,02/12/2022
"La Reina, Hermosa casa nueva en condominio",626814000,18000.0,202,638,6,5,0,02/12/2022
"La Pintana, luis cruz martinez con perez canto",55000000,1579.416,48,120,3,1,0,02/12/2022
"Ñuñoa, Campo de Deportes / General Miranda",1044690000,30000.0,352,734,4,3,9,02/12/2022
"Las Condes, Roncesvalle / Manquehue",626814000,18000.0,210,500,4,4,6,02/12/2022
"San Miguel, San Miguel, Región Metropolitana",190000000,5456.164,200,200,2,1,1,02/12/2022
"San Bernardo, Av padre hurtado 18.438",119990000,3445.711,60,140,3,2,2,02/12/2022
"Lo Barnechea, No especifica",299477800,8600.0,120,700,6,4,4,02/12/2022
"Puente Alto, Hacienda El Peñón",254207900,7300.0,120,300,4,3,0,02/12/2022
"Lo Barnechea, Berna",623331700,17900.0,140,400,5,4,2,02/12/2022
"Lo Barnechea, Berna",620000000,17804.325,140,400,5,4,2,02/12/2022
"Vitacura, Mar Jónico / Las Tranqueras",400464500,11500.0,146,204,4,3,2,02/12/2022
"La Reina, Simón González",644225500,18500.0,218,440,6,5,4,02/12/2022
"Colina, Guay Guay 10701",640743200,18400.0,222,508,5,5,2,02/12/2022
"Conchalí, Juncal avenida el Cortijo",119890000,3442.84,152,160,4,3,3,02/12/2022
"Pudahuel, YC 57530 Jardines de Vespucio/Rio Trancura",130000000,3733.165,72,75,2,2,0,02/12/2022
"Puente Alto, Coimbra Sur//Avenida Jorge Ross Ossa",198491100,5700.0,122,136,4,3,1,02/12/2022
"Pudahuel, Laguna Abascal",142774300,4100.0,105,150,3,2,2,02/12/2022
"Colina, Condominio los Castaños de Chicureo",860128100,24700.0,508,5000,5,5,8,02/12/2022
"San Joaquín, Juan bebastian bach (ag)/vivaldi",452699000,13000.0,230,600,4,2,6,02/12/2022
"Quilicura, Altos de Quilicura",170980930,4910.0,94,140,3,3,1,02/12/2022
"Pudahuel, Av. El Rodeo Poniente (AG-57453)/Av. Los Pozos",317500000,9117.537,203,298,3,4,0,02/12/2022
"La Reina, plaza Chile Peru",348230000,10000.0,129,432,3,3,2,02/12/2022
"Vitacura, Lo Recabarren",1135229800,32600.0,405,1000,6,5,6,02/12/2022
"Quilicura, Piedra Roja",125000000,3589.582,77,90,3,3,2,02/12/2022
"El Bosque, YC 51509  Gran Av Jose Miguel Carrera/Rossini",250000000,7179.163,257,280,3,4,4,02/12/2022
"Las Condes, No especifica",476796516,13692.0,138,163,3,2,2,02/12/2022
"Quinta Normal, San pablo (ag)/progreso",215000000,6174.08,181,337,4,3,0,02/12/2022
"Santiago, Presidente Riesco 5157",574579500,16500.0,140,140,3,3,1,02/12/2022
"Cerro Navia, Lango banguelo/chilonga",80000000,2297.332,55,162,2,1,2,02/12/2022
"Maipú, Constantinopla Oriente",126059260,3620.0,84,118,3,3,3,02/12/2022
"La Florida, Santa lnés / Jardín Alto",259000000,7437.613,108,174,3,3,2,02/12/2022
"Santiago, Avenida Ricardo Cumming",515066993,14791.0,350,525,6,3,4,02/12/2022
"Quinta Normal, Doctor Jose Tobias 2560",142774300,4100.0,108,180,3,1,3,02/12/2022
"Puente Alto, Av. Ejercito Libertador 4196",96807940,2780.0,72,112,3,1,1,02/12/2022
"Peñaflor, Pasaje Cerro Florida 364",65815470,1890.0,60,80,2,1,1,02/12/2022
"Maipú, Rosita Renard 3030",106558380,3060.0,84,164,3,1,3,02/12/2022
"Lampa, Santa Mónica 362",114567670,3290.0,90,167,3,3,2,02/12/2022
"Independencia, Coronel Agustin Lopez de Alcazar",88798650,2550.0,93,90,3,1,0,02/12/2022
"Huechuraba, Avenida Punta de Nogales",219036670,6290.0,120,10,3,3,2,02/12/2022
"Cerrillos, El Esfuerzo 6338",147092352,4224.0,140,275,5,2,3,02/12/2022
"Lo Barnechea, camino de la laguna/camino de los lotos",750435650,21550.0,240,600,7,5,0,02/12/2022
"Lo Barnechea, Espectaculares vistas desde Cerro del medio",1315961170,37790.0,260,1226,5,4,4,02/12/2022
"Pudahuel, Pudahuel",60243790,1730.0,42,42,2,1,1,02/12/2022
"El Bosque, Yc 53960 luis barros borgoño/yc 53960 gral. Körner",121000000,3474.715,80,157,2,2,3,02/12/2022
"Vitacura, Lo arcaya/vitacura",1636681000,47000.0,475,1400,7,5,0,02/12/2022
"Lo Barnechea, Lo Barnechea, Región Metropolitana",376088400,10800.0,170,280,3,3,1,02/12/2022
"Lo Espejo, Av, La Feria 1234",78000000,2239.899,68,135,3,1,2,02/12/2022
"La Reina, Julia berstein, la reina alto",1183982000,34000.0,356,5000,5,4,0,02/12/2022
"La Reina, Fco. de Villagra/Ictinos",407429100,11700.0,0,0,3,2,1,02/12/2022
"Recoleta, jose miguel carrera 3740",135809700,3900.0,103,128,4,2,2,02/12/2022
"Maipú, Cactus uno",145000000,4163.915,120,140,3,3,2,02/12/2022
"Providencia, Pedro Navia/Diego de Almagro",417876000,12000.0,109,167,3,2,0,02/12/2022
"Huechuraba, Fabian Oyanedel",122925190,3530.0,167,167,4,2,0,02/12/2022
"Pedro Aguirre Cerda, Miguel Davila",150000000,4307.498,90,220,4,1,1,02/12/2022
"Las Condes, Vende Casa Comercial. Sector Comercial. Excelente Ubicación. Para Inversionistas. Las Condes",518862700,14900.0,0,0,3,2,0,02/12/2022
"La Reina, Echeñique, av. Ossa, tobalaba, metro",485780850,13950.0,140,427,5,3,2,02/12/2022
"Lo Barnechea, Monte Carmelo / El Golf de Manquehue",1002902400,28800.0,363,1216,4,3,5,02/12/2022
"Lampa, Yc 59603 el sendero/gral san martin nte",142251955,4085.0,101,135,3,3,1,02/12/2022
"La Florida, La Florida, Región Metropolitana",65000000,1866.582,60,60,3,1,0,02/12/2022
"Curacaví, Curacavi",250000000,7179.163,308,5000,6,3,0,02/12/2022
"La Granja, Acogedora y amplia casa 3H 3B+Estacionamientos.",109000000,3130.115,142,160,3,3,1,02/12/2022
"Vitacura, Vitacura, Región Metropolitana",470110500,13500.0,90,350,3,1,2,02/12/2022
"Puente Alto, Cordillera de Nahuelbuta con Cardenal Fresno",125000000,3589.582,0,0,3,2,0,02/12/2022
"Maipú, Plaza de Maipú",11387121000000,327000000.0,139,450,6,3,5,02/12/2022
"Ñuñoa, Plaza ñuñoa",591747239,16993.0,280,790,4,3,1,02/12/2022
"Puente Alto, Las vizcachas",235055250,6750.0,124,198,3,3,2,02/12/2022
"Maipú, Cercano a Av.4 Pte. con Gabriel Gonzalez Videla",88000000,2527.065,45,124,2,1,1,02/12/2022
"Lo Barnechea, Oferta/calle del oficio",692977700,19900.0,240,880,4,4,0,02/12/2022
"Lampa, Larapinta",117000000,3359.848,65,230,3,1,1,02/12/2022
"Lo Barnechea, Del corregidor , el rodeo",1939641100,55700.0,617,2061,6,6,3,02/12/2022
"Huechuraba, Berta Correa",243761000,7000.0,118,200,4,2,2,02/12/2022
"Lo Barnechea, los litres",975044000,28000.0,200,700,6,6,2,02/12/2022
"Las Condes, Piedra Roja/Los Dominicos",964597100,27700.0,342,1133,5,5,0,02/12/2022
"Colina, Condominio Valle Nogales",360418050,10350.0,120,420,3,3,3,02/12/2022
"Quinta Normal, Villa Carrascal",175000000,5025.414,229,229,5,3,2,02/12/2022
"Padre Hurtado, Villa La Capilla/ Pedro Canisio/ Padre Hurtado",170284470,4890.0,90,180,3,3,3,02/12/2022
"Ñuñoa, Venta Casa Ñuñoa 4d+3b+2est 233m2 Hamburgo Emilia Tellez",361880616,10392.0,171,233,4,3,2,02/12/2022
"Maipú, Multifamiliar Maipú / Excelente Rentabilidad",237492860,6820.0,231,186,12,12,0,02/12/2022
"Providencia, Valenzuela castillo / miguel claro",529309600,15200.0,232,377,10,3,6,02/12/2022
"Maipú, limburgo 2051",110000000,3158.832,84,84,2,2,0,02/12/2022
"La Florida, Av. La florida/san josé de la estrella/cementerio parque el prado",120000000,3445.998,100,123,4,2,0,02/12/2022
"Puente Alto, Av Juanita    YC 55943/Belen",73000000,2096.316,155,183,3,3,0,02/12/2022
"Padre Hurtado, San ingnacio / autopista del sol",116657050,3350.0,87,110,3,2,1,02/12/2022
"Puente Alto, Puente Alto, Región Metropolitana",54000000,1550.699,65,90,5,1,1,02/12/2022
"Maipú, Casa de 1 Piso cercana a Estación Metro Plaza de Maipú.",100000000,2871.665,82,145,3,2,0,02/12/2022
"Colina, Santa Elena de chicureo,colina",400464500,11500.0,180,500,3,3,3,02/12/2022
"La Pintana, Madrid",77237414,2218.0,119,99,4,3,1,02/12/2022
"Puente Alto, El silo",102832319,2953.0,140,85,3,1,1,02/12/2022
"Las Condes, Las Condes, Región Metropolitana",256000000,7351.463,113,270,4,2,2,02/12/2022
"La Granja, Los Jazmines",150000000,4307.498,93,166,3,3,2,02/12/2022
"Conchalí, Carlos Vergara/Aviador  Zañartu",145594963,4181.0,80,120,2,1,1,02/12/2022
"La Florida, Rojas Magallanes hacia la cordillera",317585760,9120.0,140,315,5,4,2,02/12/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",160000000,4594.664,75,100,3,1,2,02/12/2022
"Maipú, Maipú, Región Metropolitana",215000000,6174.08,171,207,4,3,3,02/12/2022
"Colina, Las brisas",853163500,24500.0,381,1500,5,4,4,02/12/2022
"Ñuñoa, General Gorostiaga / Pucará",556471540,15980.0,198,427,4,3,3,02/12/2022
"Colina, Los maitenes",407429100,11700.0,145,450,3,3,3,02/12/2022
"Quinta Normal, San Gumercindo 475",450000000,12922.494,0,0,8,5,0,02/12/2022
"Pudahuel, Santa Angela    9507",93000000,2670.649,130,170,4,3,1,02/12/2022
"Maipú, Av. Presidente Gabriel González Videla 2031",190000000,5456.164,150,200,5,3,4,02/12/2022
"San Bernardo, Av Portales   YC 59171/Vicente Perez Rosales",72000000,2067.599,50,85,2,1,0,02/12/2022
"Maipú, Pasaje Santa Soledad   3891",66000000,1895.299,0,0,3,2,1,02/12/2022
"Maipú, Lago Maihue  4576, maipu",90000000,2584.499,80,128,3,2,2,02/12/2022
"Maipú, Ramon Vinay 813",85000000,2440.915,0,0,2,1,1,02/12/2022
"Maipú, Quellon  1438",80000000,2297.332,0,0,2,1,1,02/12/2022
"Maipú, Alfredo silva carvallo/ josé manuel balmaceda.",105117755,3018.63,86,138,3,2,0,02/12/2022
"Macul, Gregorio de la Fuente  3589",120000000,3445.998,0,0,5,2,1,02/12/2022
"Las Condes, San carlos de apoquindo",933256400,26800.0,427,930,4,4,0,02/12/2022
"Talagante, Parcelacion las araucarias , talagante",279000000,8011.946,120,5600,3,3,0,02/12/2022
"Santiago, San Antonio con Alameda",4178760000,120000.0,2200,2200,32,35,0,02/12/2022
"San Bernardo, Venta de Casa Francisco Antonio Encina Norte",84863651,2437.0,83,108,5,1,0,02/12/2022
"Calera de Tango, Condominio las palmas del oliveto",313407000,9000.0,140,1600,3,3,10,02/12/2022
"Puente Alto, Gabriela Poniente NU-61197/Juan de Dios Malebran",160000000,4594.664,117,120,5,3,0,02/12/2022
"Colina, Galvarino",70000000,2010.166,0,0,4,2,1,02/12/2022
"Paine, Lomas de Paine",69158478,1986.0,52,52,3,1,0,02/12/2022
"Paine, paine centro",52000000,1493.266,60,60,4,2,2,02/12/2022
"Paine, Lomas de Paine",94648914,2718.0,75,75,4,1,2,02/12/2022
"Colina, Marlene Ahrens",46000000,1320.966,0,0,4,2,1,02/12/2022
"Pudahuel, El abeto",85000000,2440.915,46,84,4,2,1,02/12/2022
"Santiago, Esperanza - Libertad",609402500,17500.0,450,140,20,5,0,02/12/2022
"Colina, Condominio La Reserva/Chicureo",783517500,22500.0,300,800,4,3,0,02/12/2022
"Peñalolén, Camilo Mori/Tobalaba",220000000,6317.664,88,240,3,3,3,02/12/2022
"Lampa, condominio laguna norte",156355270,4490.0,84,84,3,3,2,02/12/2022
"La Reina, 23 de febrero, ossandon",452699000,13000.0,195,350,5,2,0,02/12/2022
"Huechuraba, Pedro Fonova",313058770,8990.0,140,300,5,4,0,02/12/2022
"La Reina, Lynch Sur con Jose Bordes",275101700,7900.0,81,192,3,1,2,02/12/2022
"Santiago, San Isidro 292",69297770,1990.0,32,32,1,1,0,02/12/2022
"Santiago, Pasaje San Clemente 1558",48500000,1392.758,65,180,2,1,0,02/12/2022
"Las Condes, Francisco Bulnes Correa Las Condes, Metropolitana de Santiago",1037725400,29800.0,290,500,5,5,4,02/12/2022
"San Bernardo, Panamerica",123621650,3550.0,90,270,3,1,2,02/12/2022
"Providencia, Metro Ines de Suarez",384794150,11050.0,120,355,4,2,0,02/12/2022
"Las Condes, Bombay/Rosario Rosales",393499900,11300.0,0,0,3,1,1,02/12/2022
"Macul, Americo Vespucio 4115",132327400,3800.0,85,250,3,1,2,02/12/2022
"Paine, El Vinculo / Paine",447475550,12850.0,260,8600,4,3,3,02/12/2022
"Buin, Nuevo buin",55000000,1579.416,58,72,4,1,0,02/12/2022
"Huechuraba, Dentro de condominio, 4 dormitorios.",278235770,7990.0,140,178,4,4,2,02/12/2022
"Las Condes, Metro Los Dominocos",619849400,17800.0,300,140,4,3,3,02/12/2022
"Colina, Av jose rabat 10500",487522000,14000.0,164,550,3,3,5,02/12/2022
"Colina, Colina",135000000,3876.748,68,70,3,2,3,02/12/2022
"Talagante, Casa/Parcela en condominio, Talagante.",417841177,11999.0,181,5141,3,3,3,02/12/2022
"La Reina, Casa en La Reina.",221126050,6350.0,117,117,3,3,1,02/12/2022
"San Joaquín, Avenida Carmen",215000000,6174.08,0,0,7,2,2,02/12/2022
"El Bosque, Casa en la comuna el bosque",138943770,3990.0,400,400,4,2,0,02/12/2022
"Lampa, Lampa, Región Metropolitana",131979170,3790.0,108,279,3,2,2,02/12/2022
"La Florida, Avenida La Florida 7090",132000000,3790.598,65,65,3,1,1,02/12/2022
"Puente Alto, Pasaje Adolfo Ruiz Martínez",120000000,3445.998,70,154,3,2,1,02/12/2022
"Puente Alto, Pasaje 27",53000000,1521.983,70,90,3,1,0,02/12/2022
"La Granja, La granja",224608350,6450.0,240,640,4,2,4,02/12/2022
"Puente Alto, Casa de 3 Pisos en Dehesa de La Viña",180000000,5168.998,140,229,4,2,0,02/12/2022
"La Reina, Eliecer Parada  pasaje sin salida/Fco.Bilbao",480557400,13800.0,194,344,4,3,0,02/12/2022
"San Miguel, San Miguel, Región Metropolitana",790000000,22686.156,112,660,3,1,2,02/12/2022
"Maipú, Oportunidad bella casa esquina 180m2 4d,3b con depto independiente maipu",149738900,4300.0,160,180,4,3,4,02/12/2022
"Calera de Tango, 2 casas Condominio Las Araucarias/Calera de Tango",591991000,17000.0,355,5000,4,5,3,02/12/2022
"Estación Central, Avenida pajaritos - escuela de carabineros",243761000,7000.0,160,200,4,4,0,02/12/2022
"Las Condes, La hoyada",1567035000,45000.0,424,14000,5,6,0,02/12/2022
"Colina, Ayres de Chicureo/Colina",229831800,6600.0,108,350,4,3,0,02/12/2022
"Providencia, Providencia, Región Metropolitana",287289750,8250.0,80,90,4,1,0,02/12/2022
"Puente Alto, Santa Alicia/Eyzaguirre",122576960,3520.0,104,104,5,2,0,02/12/2022
"Maipú, José Manuel Borgoño/Mantos Blancos",75000000,2153.749,62,62,3,1,1,02/12/2022
"Las Condes, Camarico",731283000,21000.0,206,206,4,4,3,02/12/2022
"Puente Alto, El nivel",60000000,1722.999,74,91,4,1,1,02/12/2022
"San Bernardo, Balmaceda 513",150000000,4307.498,180,288,3,2,0,02/12/2022
"Las Condes, Av La plaza 961",800929000,23000.0,205,250,5,5,2,02/12/2022
"Vitacura, Los Gomeros - Casa remodelada en Vitacura",968079400,27800.0,243,652,6,4,6,02/12/2022
"Lampa, Rio imperial 767",111433600,3200.0,60,100,2,1,0,02/12/2022
"Colina, Camino las pataguas 16015",414393700,11900.0,160,480,4,4,4,02/12/2022
"La Reina, Vicente Pérez Rosales",393499900,11300.0,140,250,4,4,2,02/12/2022
"Vitacura, Carolina Rabat / La Vendimia",1671504000,48000.0,628,1003,5,5,5,02/12/2022
"Lo Espejo, Los Angeles",100000000,2871.665,84,112,4,1,1,02/12/2022
"Puente Alto, Puente Alto, Región Metropolitana",74500000,2139.391,52,70,2,1,1,02/12/2022
"Peñalolén, Peñalolén, Región Metropolitana",242019850,6950.0,130,180,3,2,1,02/12/2022
"Puente Alto, Juan de Dios Malebran y Avda San Carlos",181079600,5200.0,91,150,4,3,4,02/12/2022
"Maipú, Maipú, Región Metropolitana",175000000,5025.414,140,220,3,3,3,02/12/2022
"San Miguel, San Miguel, Región Metropolitana",240000000,6891.997,500,330,9,5,2,02/12/2022
"Las Condes, Presidente Errazuriz - Gertrudis Echeñique",695763540,19980.0,207,295,4,4,1,02/12/2022
"Maipú, Franz Bruggens Maipú, Metropolitana de Santiago",135000000,3876.748,69,106,3,2,1,02/12/2022
"Conchalí, Pasaje 6",137000000,3934.181,156,192,7,2,0,02/12/2022
"San Bernardo, Camino Padre Hurtado/Los Condores",173766770,4990.0,110,210,4,3,2,02/12/2022
"El Bosque, Claudina Parra",155000000,4451.081,176,243,3,3,1,02/12/2022
"La Florida, Av. Departamental/av. La florida",120000000,3445.998,154,108,5,2,0,02/12/2022
